customer_id,customer_name,email,region,segment,signup_date,churned,lifetime_value
CUST_0035,Eric Gregory,courtneyellis@example.org,East,Enterprise,2025-08-04,0,2458.09
CUST_0036,Brandon Rivera,fishermichelle@example.net,North,Consumer,2025-12-21,0,3110.39
CUST_0037,Amy Washington,huberlindsey@example.net,West,Enterprise,2026-02-01,0,3948.94
CUST_0038,James Lee,thomas23@example.net,North,SMB,2024-06-12,1,1845.67
CUST_0039,Michael Weber,clarkoscar@example.net,West,Consumer,2024-05-15,0,550.95
CUST_0040,Seth Harris,timothymoore@example.net,North,SMB,2025-05-14,0,964.35
CUST_0041,Carlos Torres,teresa20@example.org,East,SMB,2025-06-16,1,4052.35
CUST_0042,Margaret Roberts,derrickhale@example.org,East,Enterprise,2026-05-09,0,2771.99
CUST_0043,Adam Murray,sturner@example.org,South,Consumer,2023-09-02,0,1326.35
CUST_0044,Kevin Mcdonald,david48@example.com,North,Consumer,2025-07-13,0,189.31
CUST_0045,Omar White,rioscharles@example.net,North,Consumer,2025-06-12,0,4578.01
CUST_0046,Kristen Powers,andersondaniel@example.org,South,Consumer,2024-03-03,1,4041.44
CUST_0047,Anna Bentley,johnmiranda@example.org,East,Enterprise,2024-08-12,1,3987.22
CUST_0048,Tabitha Thomas,icook@example.net,North,Enterprise,2025-12-30,0,523.48
CUST_0049,Kenneth Miller,perezsarah@example.net,South,SMB,2023-11-01,0,410.82
CUST_0050,Michael Gilmore,powellaustin@example.com,North,Enterprise,2024-02-03,0,814.48
CUST_0051,Ann Taylor,cwolfe@example.org,West,Consumer,2024-08-19,0,885.67
CUST_0052,Bryan Trujillo,owillis@example.net,East,Enterprise,2023-09-19,1,4094.57
CUST_0053,Bonnie Joseph,wowen@example.net,West,SMB,2023-08-02,0,2720.57
CUST_0054,Walter Larson,damon57@example.net,East,Consumer,2026-02-04,1,2445.58
CUST_0055,Mr. Daniel Calderon,phelpswilliam@example.org,South,Consumer,2026-02-10,1,4631.1
CUST_0056,Kevin Rich,gjohnson@example.net,East,SMB,2024-01-08,1,3194.69
CUST_0057,Alicia Davis,jmoody@example.com,East,SMB,2025-04-29,1,245.97
CUST_0058,Brian Gill,davisjennifer@example.org,South,Consumer,2023-08-16,1,4282.18
CUST_0059,Crystal Walker,corygarcia@example.org,East,Enterprise,2025-06-23,1,3984.06
CUST_0060,Carl Lane,mariasmith@example.com,North,Enterprise,2025-05-01,0,2218.77
CUST_0061,Ryan Acosta,stacey59@example.com,South,Consumer,2024-04-20,0,4055.65
CUST_0062,Trevor Gray,owennicholas@example.com,South,Consumer,2025-12-14,0,3901.72
CUST_0063,Richard Mclaughlin,ubyrd@example.org,South,Consumer,2023-07-22,0,2072.05
CUST_0064,Richard Hamilton,chad59@example.com,West,Enterprise,2023-10-25,1,920.86
CUST_0065,Crystal Peck,nanderson@example.net,West,Enterprise,2025-03-09,1,3143.27
CUST_0066,Jose Cruz,thompsonchase@example.com,East,Consumer,2025-08-22,0,2468.77
CUST_0067,Richard Carpenter,ahamilton@example.com,South,SMB,2024-02-23,1,2973.14
CUST_0068,Patricia Jackson,lisawilliams@example.org,East,Consumer,2025-09-29,1,3517.04
CUST_0069,Lee Larson,john98@example.net,North,Consumer,2024-10-18,1,4883.07
CUST_0070,Joseph Proctor,lynn10@example.net,South,Enterprise,2026-03-14,0,3748.79
CUST_0071,Brandi Schmitt,zmelendez@example.net,North,Consumer,2024-10-15,0,4189.1
CUST_0072,John Mullen,bvilla@example.com,East,Enterprise,2026-02-06,0,4675.6
CUST_0073,Sarah Pearson,tracyhorton@example.com,West,SMB,2024-03-02,0,3925.75
CUST_0074,Albert Jackson,omaynard@example.org,East,Consumer,2023-10-24,0,2831.54
CUST_0075,Corey Lindsey,vharris@example.net,North,SMB,2024-12-13,1,2343.48
CUST_0076,David Pierce,taylortonya@example.net,South,Consumer,2024-01-14,0,1678.85
CUST_0077,Andrew Barr,jenniferkramer@example.com,East,SMB,2026-03-28,0,1907.47
CUST_0078,Crystal Harris,justin22@example.org,South,Enterprise,2023-12-07,0,4509.86
CUST_0079,Henry Carson,mark40@example.com,West,Consumer,2023-08-29,0,278.26
CUST_0080,Stephanie Cohen,kimberlycooper@example.com,West,Consumer,2026-02-10,0,1021.59
CUST_0081,Lisa Scott,vbenson@example.net,West,SMB,2023-10-01,0,2897.6
CUST_0082,Kyle Gaines,ldavis@example.com,South,Enterprise,2023-08-11,0,183.89
CUST_0083,Rachel Bell,david64@example.org,East,SMB,2025-03-16,0,3356.44
CUST_0084,Jose Francis,gabriella12@example.net,South,SMB,2024-11-06,0,1925.43
CUST_0085,Alyssa Valdez,ogrant@example.com,South,Enterprise,2023-07-03,0,1759.76
CUST_0086,Janet Schneider,danielle83@example.net,East,SMB,2024-01-19,0,3773.69
CUST_0087,Jennifer Macdonald,vegascott@example.com,West,SMB,2024-01-18,1,136.45
CUST_0088,Anthony Brown,pamelatorres@example.org,West,Consumer,2025-09-07,0,1644.33
CUST_0089,Michael Walker,james10@example.org,East,SMB,2024-02-19,0,2371.06
CUST_0090,Malik Mccarthy,bryan60@example.org,South,Consumer,2024-06-30,0,756.99
CUST_0091,Sarah Rubio,adamserika@example.net,South,Enterprise,2024-03-14,0,570.29
CUST_0092,Jennifer Raymond,smithkimberly@example.com,West,SMB,2025-07-17,1,2650.52
CUST_0093,Jill Guerra,robert31@example.org,North,Enterprise,2024-06-08,1,3854.01
CUST_0094,Wendy Barajas,martinjoshua@example.org,North,Consumer,2025-10-19,0,3005.14
CUST_0095,Amber Wright,uholden@example.net,North,Consumer,2024-12-25,0,2419.81
CUST_0096,Lisa House,torrestheodore@example.com,South,Consumer,2024-05-31,0,2812.57
CUST_0097,Richard Rowland,veronica90@example.com,South,SMB,2023-06-27,0,2802.86
CUST_0098,Dr. Benjamin Gutierrez,whiteerica@example.net,West,Consumer,2025-09-16,0,3831.76
CUST_0099,Erin Mcdonald,morriswendy@example.org,North,Consumer,2024-06-16,0,686.79
CUST_0100,Amy Martinez,billyrodriguez@example.com,West,SMB,2026-02-24,0,4073.06
CUST_0101,Lauren Mcknight,thomashammond@example.net,West,SMB,2023-07-24,1,3952.12
CUST_0102,Sandra Stephens,kenneth17@example.com,West,SMB,2023-09-28,0,3226.59
CUST_0103,David Hamilton,paul84@example.net,East,Consumer,2025-10-02,0,1305.58
CUST_0104,Lauren Fields,paigetaylor@example.com,North,Consumer,2026-01-11,0,2731.7
CUST_0105,Brett Torres,boothmichael@example.org,North,SMB,2026-01-12,0,2185.64
CUST_0106,Bethany Brown,katelyn99@example.com,East,SMB,2023-11-11,0,290.8
CUST_0107,Richard Austin,rross@example.com,East,Enterprise,2025-01-01,1,622.21
CUST_0108,Jeremy Morton,harristeresa@example.org,North,Enterprise,2023-10-19,0,4701.34
CUST_0109,James Taylor,catherinesilva@example.org,East,SMB,2025-09-03,0,3357.64
CUST_0110,Logan Robinson,qanderson@example.net,West,SMB,2026-03-24,0,4992.18
CUST_0111,Shannon Anderson,alexandrews@example.com,South,Enterprise,2025-02-02,1,3509.94
CUST_0112,Jerry Williams,terrence27@example.org,West,SMB,2026-01-09,0,4096.9
CUST_0113,Alejandro Allen,mistylove@example.com,North,Consumer,2023-12-14,0,4996.48
CUST_0114,Cynthia Hayes,smorrow@example.org,East,Consumer,2023-09-23,1,1475.27
CUST_0115,Vanessa Vaughan,sthompson@example.net,South,Consumer,2026-03-15,1,4263.71
CUST_0116,Cody Robbins,cvasquez@example.com,North,SMB,2025-01-19,0,4908.42
CUST_0117,Barbara Armstrong,gcohen@example.com,East,SMB,2023-09-17,0,4878.13
CUST_0118,Maria Allen,jeffreymendez@example.com,South,Enterprise,2025-08-25,0,1882.55
CUST_0119,Sophia Carney,thomasgregory@example.com,South,SMB,2026-05-18,1,2541.61
CUST_0120,Bernard Jones,qellis@example.org,East,SMB,2025-03-12,1,3719.28
CUST_0121,Jordan Baker,garrettcheryl@example.org,South,Enterprise,2025-02-13,1,2093.67
CUST_0122,Heidi Barnes,laurenschmidt@example.net,North,SMB,2024-10-09,1,228.12
CUST_0123,Robin Wilson,angelarusso@example.org,East,Enterprise,2024-05-16,0,1497.26
CUST_0124,Ashley Lin,qjimenez@example.com,West,SMB,2023-06-17,1,1005.4
CUST_0125,Brandy Leon,betty72@example.com,North,SMB,2023-09-17,1,556.07
CUST_0126,John Molina,jonesmelanie@example.org,North,SMB,2025-07-13,0,773.38
CUST_0127,Michelle Alexander,david04@example.com,East,SMB,2023-11-01,1,2672.28
CUST_0128,Anthony Solomon,tara49@example.org,East,Consumer,2024-05-08,0,3037.78
CUST_0129,Danielle Hodges,mackenziemiller@example.com,South,Consumer,2026-04-10,1,590.6
CUST_0130,Debra Love,zacharycampbell@example.com,North,SMB,2024-09-26,1,655.53
CUST_0131,Steven Scott,gina74@example.org,South,Consumer,2026-02-14,1,4875.73
CUST_0132,Jason Jacobs,stevenburns@example.org,North,Enterprise,2025-08-08,1,3863.19
CUST_0133,Caroline Eaton,hopkinsrobert@example.com,North,Consumer,2025-02-01,1,1659.73
CUST_0134,Robert Moore,victoria18@example.org,West,Enterprise,2024-11-28,1,706.26
CUST_0135,Christina Gillespie,daniel22@example.net,North,Enterprise,2024-01-13,0,2924.42
CUST_0136,Jack Lopez,hbarnes@example.com,South,Enterprise,2026-04-19,1,2952.92
CUST_0137,Jessica Ortiz,adam04@example.com,South,Consumer,2024-12-23,0,486.31
CUST_0138,Heather Bell,robyn71@example.net,West,SMB,2024-05-23,0,340.49
CUST_0139,Karen Gibson,wellsryan@example.net,South,SMB,2024-10-24,0,1626.29
CUST_0140,Jean Hayes,travisaustin@example.org,East,Consumer,2026-05-19,0,3827.11
CUST_0141,Adam Jones,chavezantonio@example.com,West,Enterprise,2026-03-28,0,3798.72
CUST_0142,Sydney Wolfe,hillsarah@example.com,South,Consumer,2023-10-10,0,4573.57
CUST_0143,Andrea Robinson,isimmons@example.com,South,SMB,2024-08-07,0,490.35
CUST_0144,Jenna Graves,cbolton@example.net,East,Consumer,2025-05-17,1,3592.79
CUST_0145,Tom Jackson,nelsonhailey@example.com,West,Consumer,2024-07-23,0,4682.53
CUST_0146,Daniel Johnson,jill79@example.net,East,SMB,2024-09-06,0,4364.47
CUST_0147,Billy Baker,crawfordzachary@example.com,West,SMB,2025-09-08,1,2775.72
CUST_0148,Anthony Harris,natkinson@example.com,West,Enterprise,2026-03-17,0,4540.97
CUST_0149,Tiffany Guerrero,laura76@example.org,North,Enterprise,2024-04-12,0,3323.71
CUST_0150,Charles Hunt Jr.,donhansen@example.org,South,SMB,2025-07-13,1,592.14
CUST_0151,Lawrence Mercer,mendezchelsea@example.org,South,Enterprise,2023-08-25,0,2077.88
CUST_0152,Joseph Gutierrez,erik19@example.net,North,SMB,2024-09-25,0,4660.86
CUST_0153,Barbara Scott,walter96@example.org,East,Consumer,2023-09-04,0,1628.27
CUST_0154,Thomas Robinson,tylerguerra@example.org,North,Enterprise,2025-03-10,0,4402.02
CUST_0155,Harry Scott,aaronhammond@example.org,South,SMB,2024-01-15,1,555.54
CUST_0156,Nicole Johnson,joneslorraine@example.org,South,Consumer,2024-09-21,0,1733.01
CUST_0157,Cory Vasquez,tylermills@example.com,North,Consumer,2026-01-05,0,3731.36
CUST_0158,Laura Meyers,mwong@example.net,North,SMB,2023-09-25,0,770.77
CUST_0159,Michael Zimmerman,lindsey98@example.net,North,SMB,2025-03-16,0,562.14
CUST_0160,Emma Clark,michael22@example.org,South,Consumer,2025-10-04,0,4729.01
CUST_0161,Allen Freeman,davidsmith@example.org,North,Consumer,2024-03-30,0,119.65
CUST_0162,Kenneth Reed,patty15@example.org,North,SMB,2024-12-15,1,4467.87
CUST_0163,Joshua Salas,brenda31@example.org,East,SMB,2023-07-25,1,308.37
CUST_0164,Amber Johnson,bowensamantha@example.org,North,Consumer,2025-11-13,1,4066.55
CUST_0165,Cheryl Miller,scotthall@example.net,South,Consumer,2026-02-10,0,2089.34
CUST_0166,John Knight,brittany00@example.org,East,SMB,2025-08-13,0,623.77
CUST_0167,Cindy Barton,jenniferfreeman@example.net,West,SMB,2023-12-22,1,878.15
CUST_0168,William Higgins,bradley13@example.com,South,Consumer,2024-08-24,0,4704.32
CUST_0169,Anthony Hansen,williamwatkins@example.com,South,SMB,2025-02-07,0,4485.62
CUST_0170,Alexander Martin,ewillis@example.net,West,SMB,2026-03-08,1,1313.12
CUST_0171,Brian Morse,kingangela@example.org,South,SMB,2023-09-14,0,1736.91
CUST_0172,Ashley Yates,brooksrebecca@example.net,West,SMB,2023-06-22,0,1007.13
CUST_0173,Rachel Huff,qwebb@example.net,West,Enterprise,2025-05-23,0,4599.0
CUST_0174,Carla Logan,matthew35@example.org,South,Enterprise,2024-05-21,0,3533.42
CUST_0175,Sheila Stark,fsmith@example.net,North,Consumer,2023-09-27,0,608.98
CUST_0176,Samuel Simmons,kenneth58@example.org,North,Enterprise,2023-10-06,1,4080.02
CUST_0177,Jessica Simmons,jonessharon@example.net,West,SMB,2025-01-16,0,2404.55
CUST_0178,Perry Lewis,rknight@example.net,East,Enterprise,2024-10-27,1,3670.87
CUST_0179,Matthew Anderson,tzimmerman@example.net,West,Consumer,2024-10-29,0,720.64
CUST_0180,Samuel Wright,ulang@example.com,West,Consumer,2023-07-25,0,3715.52
CUST_0181,Teresa Garner,dustinalexander@example.net,West,Consumer,2026-04-20,0,4128.66
CUST_0182,Yvonne White,johnsonjohnny@example.com,North,Enterprise,2023-08-06,0,3444.0
CUST_0183,Christine Johnson,nrivers@example.org,North,Enterprise,2023-08-12,0,1269.07
CUST_0184,Becky Goodwin,hensleybrian@example.net,North,Enterprise,2023-11-04,0,2098.76
CUST_0185,Cassandra Grant,collinskatherine@example.org,West,Consumer,2024-04-23,0,3438.91
CUST_0186,Franklin Ryan PhD,ginaball@example.org,East,SMB,2025-09-09,0,4387.86
CUST_0187,Leslie Edwards,brianparker@example.com,North,SMB,2025-07-11,0,2925.78
CUST_0188,Brittany Stuart,sturner@example.net,South,Consumer,2023-11-22,0,3676.27
CUST_0189,David Singh,adrienne70@example.net,South,Consumer,2026-01-26,0,4225.02
CUST_0190,John Miller,kevin94@example.net,South,Consumer,2024-12-30,0,2514.0
CUST_0191,Charles Cordova,amandasmith@example.com,West,Consumer,2025-03-23,0,1265.77
CUST_0192,Jose Thomas,samanthawagner@example.net,South,SMB,2024-04-07,0,2205.64
CUST_0193,Michelle Watson,kelseyrobinson@example.com,West,Enterprise,2025-10-06,0,3104.96
CUST_0194,Mario Mahoney,howardbarbara@example.com,South,Enterprise,2026-01-30,0,2003.36
CUST_0195,Brandon James,moorekatelyn@example.com,East,SMB,2025-10-29,0,4142.62
CUST_0196,Matthew Mitchell,susan00@example.net,West,Enterprise,2023-07-02,0,1534.26
CUST_0197,Stephanie Mason,evanssandra@example.net,South,SMB,2023-11-03,1,767.43
CUST_0198,Mrs. Kimberly Vargas DDS,wdavis@example.org,North,Enterprise,2024-02-28,0,4871.24
CUST_0199,Laura Griffin,franklin35@example.net,West,SMB,2025-08-11,0,2116.56
CUST_0200,Shari Herrera,westandrew@example.net,North,Enterprise,2025-01-26,0,2933.83
CUST_0201,Shannon Pierce,kristenjackson@example.org,North,Consumer,2024-01-18,0,1419.87
CUST_0202,Toni Gomez,annagriffin@example.net,North,Consumer,2025-08-08,0,3120.29
CUST_0203,Gregory Thomas,brendabowman@example.net,North,Enterprise,2025-05-28,0,4458.88
CUST_0204,Timothy Dunn,sarah47@example.org,South,SMB,2025-11-06,1,3563.83
CUST_0205,Samantha Tucker,ashleybrooks@example.org,South,Enterprise,2025-06-20,0,1349.5
CUST_0206,Tina Kim,kathymartin@example.org,West,Enterprise,2026-05-10,0,3065.75
CUST_0207,Mr. Omar Fox,pwolfe@example.com,West,Consumer,2026-02-07,0,107.12
CUST_0208,Calvin Jarvis,brianwilkerson@example.org,West,SMB,2025-05-03,1,661.59
CUST_0209,Samantha Newman,cindy77@example.net,South,Consumer,2024-08-11,0,2994.61
CUST_0210,Rachel Crawford,williamtaylor@example.net,West,Enterprise,2026-05-07,1,3759.25
CUST_0211,Mary Pope,courtney64@example.com,North,Consumer,2025-06-24,0,3487.37
CUST_0212,Zachary Barrett,hvaldez@example.org,South,SMB,2023-10-22,0,2925.42
CUST_0213,Bobby Garcia,crosspaul@example.org,West,Enterprise,2025-05-03,0,4090.79
CUST_0214,Chelsea Williams,jperez@example.net,North,Enterprise,2025-05-06,0,2943.0
CUST_0215,Robert Mills,martinjeffrey@example.net,West,Consumer,2024-02-09,0,4839.15
CUST_0216,Kathryn Ramsey,colejulie@example.org,East,SMB,2025-09-17,1,1319.02
CUST_0217,Victoria Sims,huntteresa@example.org,West,SMB,2023-10-27,0,3584.23
CUST_0218,Miss Sarah Chavez MD,tmolina@example.net,East,SMB,2023-10-09,0,1231.19
CUST_0219,Christopher Morgan,richardhill@example.org,West,SMB,2024-11-19,1,1324.98
CUST_0220,William Jones,josephleonard@example.org,West,SMB,2023-09-27,0,328.16
CUST_0221,Natasha Lewis,barrerajoshua@example.org,South,Enterprise,2024-09-14,0,453.78
CUST_0222,Jennifer Perkins,knorman@example.org,South,Enterprise,2024-10-28,0,2034.12
CUST_0223,Jonathan Schmidt,mpineda@example.net,East,SMB,2024-06-04,1,4829.58
CUST_0224,Tanner Dunn,youngkatelyn@example.org,South,SMB,2025-12-10,1,1455.09
CUST_0225,Lori Zavala,michaelmartin@example.org,North,Enterprise,2024-04-08,0,651.81
CUST_0226,Jacqueline Larsen,odiaz@example.com,North,Enterprise,2024-10-09,0,113.81
CUST_0227,Cynthia Bender,valdeztimothy@example.net,East,SMB,2026-02-08,0,1130.0
CUST_0228,Michael Crawford,castillotaylor@example.org,North,SMB,2023-12-30,0,642.79
CUST_0229,Cynthia Lowery,stephanie44@example.org,North,Enterprise,2023-07-06,0,3511.5
CUST_0230,Larry Hill,davenportdiane@example.com,West,Consumer,2026-05-19,0,2125.44
CUST_0231,Mrs. Tanya Kim PhD,victoriasmith@example.net,South,Consumer,2025-05-28,0,1772.65
CUST_0232,Robin Bernard,harrisdaniel@example.com,North,Consumer,2024-05-19,0,2290.67
CUST_0233,Bruce Phillips,dustinmorris@example.net,North,Enterprise,2023-11-04,0,820.24
CUST_0234,Amanda Gay,zjackson@example.net,South,Enterprise,2023-10-18,1,3275.02
CUST_0235,Ann Underwood,aolsen@example.com,North,Enterprise,2025-08-08,1,703.9
CUST_0236,Brandon Hunter,karina92@example.net,North,Consumer,2024-09-12,1,1906.91
CUST_0237,Shirley Coleman,johnsondana@example.org,South,SMB,2023-10-25,0,4888.53
CUST_0238,Christine Pitts,mstanton@example.com,West,Enterprise,2024-02-26,1,1955.75
CUST_0239,Susan Cantrell,rroberts@example.org,North,Enterprise,2024-05-07,1,2642.44
CUST_0240,Olivia Moses,francisdonna@example.net,South,Enterprise,2024-10-16,0,1447.82
CUST_0241,David Walters,hancocklauren@example.org,North,Consumer,2025-03-24,0,3349.29
CUST_0242,Paul Pope,richard52@example.com,North,SMB,2024-11-27,0,4303.01
CUST_0243,Jennifer Estes,veronicanguyen@example.com,West,Consumer,2026-05-14,0,814.99
CUST_0244,Eric Morgan,szimmerman@example.net,East,Consumer,2025-01-08,0,2007.13
CUST_0245,Jessica Hawkins,kanegary@example.net,East,Consumer,2023-06-17,0,1021.2
CUST_0246,Megan Young,wrodgers@example.org,South,Enterprise,2026-03-10,0,3362.7
CUST_0247,Troy Tate,orrmarilyn@example.net,East,Consumer,2025-12-30,1,4739.15
CUST_0248,Amy Hernandez,jnorton@example.com,South,SMB,2025-12-19,0,1289.57
CUST_0249,Laura Thompson,heather50@example.net,East,SMB,2025-12-18,0,2495.68
CUST_0250,Brenda Mora,anareese@example.com,West,SMB,2024-09-24,1,1442.1
CUST_0251,Terry Williams,garciadonna@example.org,South,SMB,2025-07-04,0,339.77
CUST_0252,Carol Gardner,shafferelizabeth@example.net,East,Consumer,2026-05-26,0,114.98
CUST_0253,Joseph Marshall DVM,hectorpowell@example.net,West,SMB,2024-01-15,0,2371.55
CUST_0254,Kristy West,hturner@example.org,East,SMB,2026-02-05,0,400.88
CUST_0255,Anna Mitchell,millerrobert@example.net,North,Consumer,2023-09-21,0,4455.79
CUST_0256,Julia Herrera,elizabethvillarreal@example.com,North,Consumer,2025-05-18,0,392.0
CUST_0257,Andrew Bartlett,scott16@example.org,West,Enterprise,2023-06-11,0,2347.86
CUST_0258,Sharon Harris,jose81@example.com,North,Consumer,2023-06-20,1,1516.46
CUST_0259,Robyn Clark,gomezallison@example.org,North,Consumer,2024-09-29,0,2125.68
CUST_0260,Nicholas Lee,james44@example.net,South,Enterprise,2023-08-08,1,4418.4
CUST_0261,Lance Gutierrez,taraknight@example.com,East,Enterprise,2024-05-30,1,789.42
CUST_0262,Emily Mccoy,dillon25@example.com,South,Consumer,2025-10-24,0,1468.71
CUST_0263,Sean Soto,allendonna@example.com,East,Enterprise,2024-07-29,1,2188.15
CUST_0264,Thomas Evans,thill@example.net,North,SMB,2024-02-24,0,167.46
CUST_0265,Maria Bowers,alanwhite@example.org,South,Consumer,2026-04-18,0,3949.91
CUST_0266,Cathy Carlson,zmoore@example.net,East,Enterprise,2025-02-17,0,2695.0
CUST_0267,Erin Rodriguez,amyrichardson@example.net,East,Enterprise,2025-05-06,0,2973.77
CUST_0268,John Russell,laura30@example.net,South,Enterprise,2025-05-16,1,1804.43
CUST_0269,Natalie Mayo,robin94@example.net,West,Enterprise,2026-03-22,0,3256.83
CUST_0270,Charles Francis,jedwards@example.net,East,Consumer,2025-07-23,0,2301.78
CUST_0271,Ryan Weber,vreynolds@example.com,North,Enterprise,2023-07-02,1,3473.31
CUST_0272,John Farmer,michelle01@example.com,East,Enterprise,2024-08-17,1,1450.52
CUST_0273,William Carpenter,hinesdanielle@example.com,North,Enterprise,2026-03-19,1,2436.49
CUST_0274,Samuel Norris,georgekane@example.net,South,SMB,2024-01-21,0,2013.92
CUST_0275,Barbara Wood,mmoore@example.org,East,SMB,2024-10-20,0,886.25
CUST_0276,Joshua Pacheco,qgross@example.org,North,Consumer,2024-10-28,1,1180.77
CUST_0277,Sandra Chambers,julia80@example.org,North,Consumer,2024-10-28,0,4533.55
CUST_0278,Dr. Charles Bean,qrice@example.org,South,SMB,2023-06-20,1,184.01
CUST_0279,Jennifer Dunn,andrethompson@example.org,East,SMB,2025-05-09,0,1248.66
CUST_0280,Troy Robinson,kimberlywilliams@example.com,East,Enterprise,2026-01-18,0,2480.92
CUST_0281,Amber Brown,benjamingeorge@example.com,South,Enterprise,2026-01-11,0,1172.48
CUST_0282,Brittany Leach,james81@example.org,East,SMB,2023-10-14,0,4747.73
CUST_0283,Micheal Martin,ronnie34@example.net,South,Consumer,2025-01-25,1,2597.52
CUST_0284,Brian Edwards,judycunningham@example.org,East,SMB,2025-11-19,0,4676.48
CUST_0285,Mark Duke,abigail54@example.net,West,Consumer,2025-11-07,1,638.14
CUST_0286,Emily Jones,jillgarcia@example.com,East,SMB,2025-09-13,0,3634.09
CUST_0287,Holly Martinez,robertmccarthy@example.org,North,Enterprise,2023-10-07,0,2657.94
CUST_0288,John Hodges,calhounjenna@example.org,North,Consumer,2024-08-30,0,3480.55
CUST_0289,Frank Woods,ipugh@example.com,West,Enterprise,2025-01-13,1,1431.88
CUST_0290,Wanda Moore,nancy75@example.com,East,SMB,2024-05-26,0,3325.64
CUST_0291,Jeremy Esparza,clarkdaniel@example.net,North,Consumer,2024-06-28,0,4017.36
CUST_0292,Darryl Bartlett,baileykristin@example.com,North,Consumer,2024-02-08,1,3757.37
CUST_0293,Richard Smith,mendozajason@example.net,East,Consumer,2026-05-18,1,199.47
CUST_0294,Thomas Palmer,nathaniel06@example.org,South,Enterprise,2025-10-06,0,2879.06
CUST_0295,Tanner Malone,uherman@example.org,East,SMB,2024-11-04,0,4435.56
CUST_0296,Amanda Hatfield,rodriguezamber@example.net,South,Enterprise,2024-07-19,0,1282.01
CUST_0297,Mr. Robert Arroyo,brittany71@example.org,West,Consumer,2023-11-10,0,1485.79
CUST_0298,Dr. Brianna Cervantes,catherine69@example.org,West,Enterprise,2024-07-14,1,4067.58
CUST_0299,Matthew Lee,alicia80@example.org,North,Consumer,2024-09-29,0,3812.91
CUST_0300,Carla Nelson,lisadunn@example.net,North,Enterprise,2024-06-27,0,3375.39
CUST_0301,Alyssa Nash,brian03@example.net,North,SMB,2024-08-05,0,2824.2
CUST_0302,Henry Coleman,johnsonmary@example.org,South,Enterprise,2025-08-24,0,3106.61
